,price,id,host_listings_count,cleaning_fee,security_deposit,accommodates,bedrooms,minimum_nights,guests_included,reviews_per_month,calculated_host_listings_count,room_type_Shared_room,room_type_Private_room,room_type_Hotel_room,host_response_time_unknown,host_response_time_within_a_day,host_response_time_within_a_few_hours,host_response_time_within_an_hour
1920,80,13085197,62,60,150,2,0,1,1,0.4,53,0,0,0,0,0,0,1
1921,49,13096966,1,20,0,2,1,2,1,2.97,1,0,1,0,0,0,0,1
1922,255,13098692,1,50,500,4,3,3,1,0.05,1,0,0,0,1,0,0,0
1923,250,13098840,3,130,150,8,3,3,4,2.33,2,0,0,0,0,0,1,0
1924,79,13099841,1,35,150,2,1,1,2,1.3,1,0,0,0,0,0,0,1
1925,60,13100720,1,50,300,3,1,28,1,0.27,1,0,0,0,1,0,0,0
1926,149,13101706,1,99,250,3,1,2,1,3.17,1,0,0,0,0,0,0,1
1927,199,13114739,951,89,500,3,1,2,2,0.08,352,0,0,0,0,0,0,1
1928,199,13115134,951,89,500,3,1,2,2,0.08,352,0,0,0,0,0,0,1
1929,169,13115403,951,89,500,3,0,2,2,0.4,352,0,0,0,0,0,0,1
1930,169,13115635,951,89,500,3,0,2,2,0.23,352,0,0,0,0,0,0,1
1931,169,13115738,951,89,500,3,0,2,2,0.26,352,0,0,0,0,0,0,1
1932,65,13125457,1,25,500,2,0,1,1,0.03,1,0,0,0,1,0,0,0
1933,89,13127819,1,65,250,2,0,3,2,1.39,1,0,0,0,0,1,0,0
1934,40,13130198,1,26,0,2,1,2,1,0.31,1,0,1,0,1,0,0,0
1935,95,13140719,1,65,100,2,1,30,2,3.53,1,0,0,0,1,0,0,0
1936,89,13141142,5,95,200,4,1,1,1,0.91,5,0,0,0,0,0,1,0
1937,219,13142449,951,89,500,3,1,2,2,0.45,352,0,0,0,0,0,0,1
1938,57,13142498,1,25,0,2,1,2,1,0.38,1,0,1,0,1,0,0,0
1939,329,13143791,29,60,300,3,1,2,2,0.7,29,0,0,0,1,0,0,0
1940,324,13144067,29,60,300,3,1,2,2,0.89,29,0,0,0,1,0,0,0
1941,334,13144124,29,60,300,3,1,2,2,1.46,29,0,0,0,1,0,0,0
1942,150,13154183,1,10,150,4,2,1,1,0.07,1,0,0,0,1,0,0,0
1943,99,13155310,2,99,200,4,1,2,1,1.42,2,0,0,0,0,0,1,0
1944,304,13156874,29,60,300,3,1,2,2,1.42,29,0,0,0,1,0,0,0
1945,88,13157632,62,65,200,2,0,1,1,0.45,53,0,0,0,0,0,0,1
1946,90,13169129,13,25,0,2,1,1,1,1.83,13,0,1,0,0,0,0,1
1947,200,13172049,1,30,500,4,2,2,2,0.52,1,0,0,0,0,0,0,1
1948,329,13172884,1,179,400,6,3,4,6,0.6,1,0,0,0,0,0,0,1
1949,149,13173789,1,65,250,5,2,1,5,0.17,1,0,0,0,1,0,0,0
1950,75,13173803,1,50,500,4,1,1,2,3.44,1,0,0,0,0,0,0,1
1951,145,13175944,1,95,250,4,2,2,4,1.79,1,0,0,0,0,0,0,1
1952,250,13186648,1,60,400,6,3,2,6,0.59,1,0,0,0,0,0,0,1
1953,302,13190365,2,50,500,6,3,2,8,0.3,2,0,1,0,0,0,1,0
1954,225,13190713,1,175,0,5,3,3,1,0.03,1,0,0,0,1,0,0,0
1955,135,13191810,1,75,0,4,1,1,2,4.64,1,0,0,0,0,0,0,1
1956,75,13192961,1,50,200,2,1,2,2,1.29,1,0,0,0,0,0,1,0
1957,80,13194157,1,30,0,2,1,2,1,2.58,1,0,1,0,0,0,0,1
1958,225,13194243,1,50,200,4,1,2,1,0.05,1,0,0,0,1,0,0,0
1959,125,13201375,1,135,250,4,1,2,1,0.42,1,0,0,0,0,0,0,1
1960,175,13203774,1,100,0,6,2,3,4,2.1,1,0,0,0,0,1,0,0
1961,125,13208101,1,20,0,2,1,1,1,0.23,1,0,1,0,1,0,0,0
1962,175,13210472,1,50,100,2,0,2,1,0.18,1,0,0,0,1,0,0,0
1963,105,13219181,1,40,0,2,0,1,2,1.15,1,0,0,0,1,0,0,0
1964,45,13222781,2,30,150,2,1,2,1,1.82,2,0,1,0,1,0,0,0
1965,280,13222846,7,100,300,4,2,3,2,2.11,4,0,0,0,0,0,0,1
1966,120,13226114,1,150,0,4,2,2,1,0.38,1,0,0,0,0,0,0,1
1967,43,13234231,1,30,0,6,2,1,1,4.05,1,0,0,0,0,0,0,1
1968,100,13239008,1,80,400,2,1,3,1,0.13,1,0,0,0,1,0,0,0
1969,179,13239352,1,150,500,6,3,1,1,0.21,1,0,0,0,1,0,0,0
1970,99,13240176,11,75,100,2,1,30,1,1.53,9,0,0,0,0,0,0,1
1971,500,13246669,1,300,500,6,5,5,1,0.03,1,0,0,0,1,0,0,0
1972,375,13247100,2,150,0,7,3,2,6,0.91,2,0,0,0,0,0,0,1
1973,275,13248141,1,75,0,4,1,2,1,0.03,1,0,0,0,1,0,0,0
1974,79,13248226,270,0,0,2,0,1,1,0.05,1,0,0,0,0,0,1,0
1975,59,13251351,1,39,100,2,0,30,2,2.27,1,0,0,0,0,0,0,1
1976,300,13264118,3,200,0,8,4,2,4,0.49,1,0,0,0,0,0,0,1
1977,75,13267362,1,15,0,2,0,2,1,1.8,1,0,0,0,1,0,0,0
1978,115,13273883,1,50,0,4,0,2,2,4.07,1,0,0,0,0,0,0,1
1979,140,13276315,1,175,500,6,2,2,4,0.55,1,0,0,0,0,0,1,0
1980,219,13276620,1,125,300,7,3,1,1,1.38,1,0,0,0,0,0,0,1
1981,73,13279843,2,30,200,2,1,1,1,0.03,2,0,0,0,1,0,0,0
1982,129,13281972,20,55,0,4,0,1,2,6.73,6,0,0,0,0,0,0,1
1983,72,13283226,1,100,300,2,1,5,1,0.03,1,0,0,0,1,0,0,0
1984,350,13295137,1,75,200,6,3,2,1,0.57,1,0,0,0,1,0,0,0
1985,345,13295794,29,60,300,3,1,2,2,1.51,29,0,0,0,1,0,0,0
1986,84,13296754,1,50,0,2,2,3,2,3.07,1,0,0,0,0,0,0,1
1987,200,13301522,1,175,200,8,4,2,1,0.08,1,0,0,0,1,0,0,0
1988,98,13304857,1,35,100,2,1,2,1,0.05,1,0,1,0,1,0,0,0
1989,325,13313862,1,160,500,6,3,2,1,0.13,1,0,0,0,1,0,0,0
1990,145,13313994,2,70,250,2,0,1,2,4.84,2,0,0,0,0,0,0,1
1991,45,13317047,6,10,0,2,1,1,2,6.25,6,0,1,0,0,0,0,1
1992,55,13318575,4,10,0,1,1,1,1,3.84,4,1,0,0,0,0,0,1
1993,95,13327860,1,5,0,3,1,1,1,0.15,1,0,1,0,1,0,0,0
1994,156,13330952,2,80,0,5,3,30,5,1.88,2,0,0,0,0,0,1,0
1995,125,13331221,2,125,200,4,0,30,1,0.21,2,0,0,0,0,0,0,1
1996,350,13331843,1,150,500,4,2,3,1,1.11,1,0,0,0,0,0,1,0
1997,300,13332139,17,190,0,6,3,7,1,4.44,13,0,0,0,0,0,0,1
1998,109,13334770,3,65,150,4,1,1,1,4.46,3,0,0,0,0,0,0,1
1999,176,13345085,2,55,0,2,1,3,2,0.13,3,0,1,0,0,0,0,1
2000,177,13346173,1,60,200,4,1,1,3,0.58,1,0,0,0,1,0,0,0
2001,625,13360729,1,150,500,6,4,3,1,0.16,1,0,0,0,0,0,0,1
2002,72,13360738,1,20,0,2,0,3,1,0.1,1,0,0,0,1,0,0,0
2003,335,13363153,1,100,0,9,4,4,1,0.1,1,0,0,0,1,0,0,0
2004,125,13368559,1,65,0,4,1,2,2,2.97,1,0,0,0,0,0,0,1
2005,107,13376852,1,27,95,2,1,2,1,0.18,1,0,1,0,1,0,0,0
2006,220,13379691,1,100,300,5,3,2,5,0.92,1,0,0,0,0,0,1,0
2007,249,13379950,1,110,0,6,3,1,1,1.59,1,0,0,0,0,0,0,1
2008,84,13390170,1,45,0,2,0,2,1,4.04,1,0,0,0,0,0,0,1
2009,99,13397569,31,125,150,3,1,3,3,3.36,12,0,0,0,0,0,0,1
2010,90,13413112,1,35,100,2,0,2,2,4.9,1,0,0,0,0,0,0,1
2011,100,13416344,1,100,100,3,2,2,1,0.41,1,0,0,0,1,0,0,0
2012,116,13419124,1,60,200,6,2,2,3,1.45,1,0,0,0,0,0,0,1
2013,300,13431285,1,150,800,5,3,3,5,0.03,1,0,0,0,0,0,0,1
2014,200,13431919,2,30,0,2,1,1,2,0.63,2,0,1,0,1,0,0,0
2015,90,13432899,1,75,300,2,1,15,1,0.05,1,0,0,0,1,0,0,0
2016,52,13436253,4,50,100,2,1,3,2,0.51,4,0,1,0,0,0,0,1
2017,110,13437335,7,75,200,4,1,2,2,4.36,2,0,0,0,0,0,0,1
2018,84,13437692,2,25,100,2,1,2,1,4.41,2,0,1,0,0,0,0,1
2019,79,13443478,1,20,195,4,1,1,1,2.33,1,0,0,0,1,0,0,0
2020,89,13448149,3,78,200,5,1,2,2,2.74,2,0,0,0,0,0,0,1
2021,199,13451298,8,50,100,2,1,1,1,6.4,8,0,0,0,0,0,0,1
2022,170,13451352,17,150,0,4,1,7,2,4.6,13,0,0,0,0,0,0,1
2023,220,13451764,17,150,0,4,1,7,2,4.01,13,0,0,0,0,0,0,1
2024,210,13452009,17,170,0,6,2,7,4,4.56,13,0,0,0,0,0,0,1
2025,99,13452157,1,65,100,4,0,30,2,3.53,1,0,0,0,0,0,0,1
2026,150,13466440,1,30,100,2,0,1,1,0.03,1,0,0,0,1,0,0,0
2027,100,13466581,2,10,0,2,1,1,1,1.3,2,0,1,0,0,0,0,1
2028,100,13468093,1,65,150,2,1,2,2,0.51,1,0,0,0,0,0,0,1
2029,115,13472115,1,49,0,3,1,1,1,0.72,1,0,0,0,0,0,1,0
2030,65,13479228,1,12,95,2,1,2,1,0.05,1,0,1,0,1,0,0,0
2031,95,13479682,2,75,500,2,0,20,2,1.35,2,0,0,0,0,0,0,1
2032,145,13481511,1,125,995,6,4,2,4,0.13,1,0,0,0,1,0,0,0
2033,60,13488080,1,20,200,2,0,1,2,6.79,1,0,0,0,0,0,0,1
2034,138,13491382,3,80,350,4,1,2,2,0.63,3,0,0,0,0,0,1,0
2035,99,13494687,1,70,250,4,2,2,2,2.28,1,0,0,0,0,0,0,1
2036,119,13496747,1,50,1000,3,1,3,2,1.71,1,0,0,0,0,0,0,1
2037,100,13508899,1,75,100,4,1,1,2,2.89,1,0,0,0,0,0,0,1
2038,113,13512946,57,107,500,4,1,2,1,2.59,53,0,0,0,0,0,0,1
2039,149,13513477,1,100,200,6,2,5,6,0.13,1,0,0,0,1,0,0,0
2040,56,13514192,1,30,0,2,1,2,1,1.75,1,0,1,0,0,0,1,0
2041,120,13515552,1,50,0,4,3,2,4,0.53,1,0,0,0,1,0,0,0
2042,154,13532046,3,150,500,6,3,2,1,2.32,2,0,0,0,0,0,0,1
2043,127,13533117,1,80,250,6,2,3,3,1.67,1,0,0,0,0,0,0,1
2044,100,13533362,62,65,150,2,0,1,1,0.6,53,0,0,0,0,0,0,1
2045,60,13546442,2,40,500,2,1,1,1,0.19,2,0,1,0,0,0,1,0
2046,60,13547913,1,35,0,2,1,1,1,0.08,1,0,0,0,1,0,0,0
2047,199,13548374,2,90,300,5,1,3,4,4.33,2,0,0,0,0,0,0,1
2048,219,13550415,29,60,300,3,1,2,2,1.06,29,0,0,0,1,0,0,0
2049,110,13550784,2,100,300,7,3,3,5,3.42,2,0,0,0,0,0,0,1
2050,127,13557023,3,55,0,4,2,2,2,0.63,1,0,0,0,1,0,0,0
2051,69,13563495,1,0,100,2,1,1,1,1.33,1,0,1,0,1,0,0,0
2052,120,13566886,1,204,0,5,3,2,5,0.9,1,0,0,0,0,0,0,1
2053,120,13571125,1,50,250,4,2,2,2,0.08,1,0,0,0,1,0,0,0
2054,149,13573186,1,120,1000,4,3,3,2,0.13,1,0,0,0,1,0,0,0
2055,95,13573225,3,30,300,4,1,1,2,2.59,3,0,1,0,0,0,0,1
2056,39,13573729,2,30,100,2,1,7,1,1.02,2,0,1,0,0,0,0,1
2057,79,13574589,1,17,99,2,0,2,1,0.05,1,0,0,0,1,0,0,0
2058,100,13580802,8,50,200,2,0,1,2,6.68,4,0,0,0,0,0,0,1
2059,259,13588014,29,60,300,3,1,2,2,1.09,29,0,0,0,1,0,0,0
2060,150,13588493,1,40,0,4,1,1,4,1.72,1,0,1,0,0,0,0,1
2061,75,13591919,2,50,100,2,1,2,1,2.64,1,0,1,0,0,0,0,1
2062,125,13596684,1,45,250,4,1,2,2,2.01,1,0,0,0,0,0,0,1
2063,270,13602047,6,110,300,11,3,2,1,3.13,6,0,0,0,0,0,0,1
2064,43,13603162,2,30,100,1,5,3,1,1.45,2,0,1,0,0,0,0,1
2065,125,13605521,1,50,500,4,0,2,2,0.28,1,0,0,0,1,0,0,0
2066,175,13606672,1,75,0,4,2,2,1,4.06,1,0,0,0,0,0,0,1
2067,160,13606919,6,125,500,4,2,3,1,3.84,6,0,0,0,0,0,0,1
2068,209,13607577,1,50,0,7,3,4,3,1.02,2,0,0,0,0,0,0,1
2069,75,13610252,1,25,300,1,1,1,1,2.0,1,0,0,0,1,0,0,0
2070,129,13617752,0,45,0,4,1,2,1,0.2,1,0,0,0,1,0,0,0
2071,175,13622517,1,25,100,3,1,2,1,3.8,1,0,0,0,0,0,0,1
2072,65,13623551,1,5,0,1,1,1,1,0.41,1,1,0,0,1,0,0,0
2073,36,13623929,2,35,100,1,1,3,1,1.7,2,0,1,0,0,0,1,0
2074,69,13624569,1,10,0,2,1,2,1,0.21,1,0,1,0,1,0,0,0
2075,42,13625368,2,30,200,2,1,1,1,4.63,2,0,1,0,0,0,0,1
2076,250,13625787,2,100,300,6,2,2,6,0.28,2,0,0,0,1,0,0,0
2077,99,13634950,3,40,0,2,1,1,2,2.24,1,0,1,0,0,0,0,1
2078,145,13636583,1,75,400,4,2,2,4,0.23,1,0,0,0,1,0,0,0
2079,70,13638541,0,40,0,2,1,1,2,1.55,1,0,1,0,0,0,0,1
2080,100,13640928,1,25,100,4,1,1,2,0.43,1,0,1,0,1,0,0,0
2081,125,13641018,1,50,100,2,1,2,1,0.63,1,0,1,0,1,0,0,0
2082,90,13641844,4,50,500,2,1,2,1,0.59,4,0,1,0,0,0,1,0
2083,55,13643570,1,10,100,2,1,3,1,1.46,1,0,1,0,1,0,0,0
2084,100,13644229,4,100,250,6,2,2,4,2.46,4,0,0,0,0,0,0,1
2085,79,13651559,1,35,150,4,2,2,2,2.89,1,0,0,0,0,0,0,1
2086,125,13652887,1,45,0,2,1,2,2,3.02,1,0,0,0,0,0,0,1
2087,80,13654492,4,50,500,2,1,2,1,0.58,4,0,1,0,0,0,1,0
2088,339,13655960,29,60,300,3,1,2,2,1.02,29,0,0,0,1,0,0,0
2089,329,13658238,29,60,300,3,1,2,2,0.94,29,0,0,0,1,0,0,0
2090,99,13658425,62,60,150,3,1,1,1,0.56,53,0,0,0,0,0,0,1
2091,309,13658599,29,60,300,3,1,2,2,1.06,29,0,0,0,1,0,0,0
2092,244,13658653,29,60,300,3,1,2,2,0.48,29,0,0,0,1,0,0,0
2093,239,13658666,29,60,300,3,1,2,2,0.87,29,0,0,0,1,0,0,0
2094,65,13660156,1,10,0,2,0,7,1,0.17,1,0,0,0,1,0,0,0
2095,75,13661111,1,20,100,2,1,1,1,0.51,1,0,1,0,1,0,0,0
2096,173,13661449,1,100,750,7,3,2,6,2.3,1,0,0,0,0,0,0,1
2097,75,13661612,2,35,200,3,2,5,1,0.46,2,0,0,0,0,0,0,1
2098,45,13674411,58,75,350,1,1,4,1,0.13,59,1,0,0,0,0,1,0
2099,70,13684864,3,130,150,1,1,30,1,0.11,3,0,1,0,0,0,0,1
2100,299,13686486,170,75,300,2,1,5,2,0.78,159,0,0,0,0,0,0,1
2101,64,13687977,3,15,250,2,1,1,2,2.49,3,0,1,0,0,0,0,1
2102,249,13689184,1,75,750,4,2,4,1,0.44,1,0,0,0,0,0,0,1
2103,80,13689263,3,10,250,2,1,1,2,2.39,3,0,1,0,0,0,0,1
2104,40,13691364,1,20,100,2,0,3,1,0.44,1,0,0,0,1,0,0,0
2105,300,13696391,4,250,500,8,3,3,3,0.48,2,0,0,0,0,0,0,1
2106,125,13699419,2,25,0,2,1,2,2,2.22,2,0,1,0,0,0,1,0
2107,200,13700118,1,200,1000,6,3,7,1,0.03,1,0,0,0,1,0,0,0
2108,289,13705512,1,150,150,6,4,6,6,0.08,1,0,0,0,1,0,0,0
2109,75,13711017,2,30,250,2,1,2,1,2.43,2,0,1,0,0,0,0,1
2110,115,13712209,2,30,250,2,0,2,1,4.5,2,0,0,0,0,0,0,1
2111,349,13732104,11,115,300,8,3,2,4,1.38,9,0,0,0,0,0,1,0
2112,140,13734942,2,20,0,3,1,2,1,2.02,2,0,0,0,0,0,1,0
2113,340,13751731,1,100,500,8,3,1,1,2.43,1,0,0,0,0,0,0,1
2114,150,13753465,1,50,300,2,1,1,1,0.13,1,0,0,0,1,0,0,0
2115,65,13753865,9,75,0,2,1,1,1,1.25,8,0,1,0,0,0,0,1
2116,60,13754018,1,10,100,2,1,1,1,2.67,1,0,1,0,1,0,0,0
2117,60,13762241,1,20,0,2,1,2,1,2.61,1,0,1,0,0,0,0,1
2118,325,13764734,2,260,500,7,3,3,1,0.03,2,0,0,0,0,0,0,1
2119,175,13765120,2,0,0,4,2,5,1,0.35,2,0,0,0,1,0,0,0
2120,60,13769302,1,10,0,4,2,1,1,0.31,1,0,1,0,1,0,0,0
2121,115,13769609,1,50,500,2,1,1,2,1.51,1,0,0,0,1,0,0,0
2122,299,13770797,29,60,300,3,1,2,2,0.77,29,0,0,0,1,0,0,0
2123,299,13770840,29,60,300,3,1,2,2,0.44,29,0,0,0,1,0,0,0
2124,299,13770918,29,60,300,3,1,2,2,0.54,29,0,0,0,1,0,0,0
2125,299,13771029,29,60,300,3,1,2,2,0.96,29,0,0,0,1,0,0,0
2126,120,13779044,1,75,250,4,1,2,2,3.79,1,0,0,0,0,0,0,1
2127,190,13781518,1,140,400,4,2,3,4,0.93,1,0,0,0,0,0,0,1
2128,45,13785416,58,75,350,1,1,3,1,0.14,59,1,0,0,0,0,1,0
2129,48,13785800,58,75,350,1,1,3,1,0.19,59,1,0,0,0,0,1,0
2130,45,13785835,58,75,350,1,1,3,1,0.08,59,1,0,0,0,0,1,0
2131,449,13786651,11,115,300,8,2,2,4,0.56,9,0,0,0,0,0,1,0
2132,115,13787761,1,28,0,3,2,1,2,2.27,1,0,0,0,0,0,0,1
2133,100,13787781,2,15,250,2,1,1,1,0.33,2,0,1,0,1,0,0,0
2134,150,13789232,1,75,250,2,1,3,1,0.21,1,0,0,0,0,1,0,0
2135,135,13794197,1,20,0,4,2,1,2,2.25,1,0,0,0,0,0,1,0
2136,86,13796648,58,75,350,2,1,7,1,0.08,59,1,0,0,0,0,1,0
2137,45,13796733,58,75,350,1,1,3,1,0.08,59,1,0,0,0,0,1,0
2138,40,13796800,58,75,350,1,1,4,1,0.08,59,1,0,0,0,0,1,0
2139,180,13798267,1,0,500,2,1,1,1,1.01,1,0,0,0,1,0,0,0
2140,98,13799172,3,20,100,2,1,3,1,0.24,3,0,1,0,0,0,1,0
2141,86,13799513,58,75,350,2,1,3,1,0.04,59,1,0,0,0,0,1,0
2142,86,13799564,58,75,350,2,1,4,1,0.13,59,1,0,0,0,0,1,0
2143,185,13802433,1,50,100,4,1,3,1,0.08,1,0,0,0,1,0,0,0
2144,49,13803837,1,5,0,2,1,1,1,3.96,1,0,1,0,0,0,0,1
2145,100,13804086,1,60,250,5,2,1,2,1.61,1,0,0,0,1,0,0,0
2146,200,13810567,1,150,500,2,0,1,4,0.15,1,0,0,0,1,0,0,0
2147,89,13814062,1,25,300,5,2,1,4,6.42,1,0,0,0,0,0,0,1
2148,74,13814892,3,35,350,2,1,2,1,3.53,3,0,1,0,0,0,0,1
2149,133,13823956,1,40,300,2,1,1,2,6.94,1,0,0,0,0,0,0,1
2150,65,13825056,4,30,150,2,0,1,1,6.64,4,0,0,0,0,0,0,1
2151,185,13827202,1,45,350,5,2,4,1,0.08,1,0,0,0,1,0,0,0
2152,44,13828177,1,50,300,1,1,3,1,2.01,1,0,1,0,1,0,0,0
2153,90,13831631,62,68,200,3,0,1,1,0.37,53,0,0,0,0,0,0,1
2154,105,13843060,2,60,275,2,0,2,2,2.18,1,0,0,0,0,0,0,1
2155,170,13844274,4,160,4000,4,2,2,4,2.27,3,0,0,0,0,0,0,1
2156,109,13845855,1,65,0,4,0,2,1,4.08,1,0,0,0,0,0,0,1
2157,99,13846894,2,35,0,2,0,1,1,8.47,2,0,0,0,0,0,0,1
2158,103,13848697,2,80,300,2,0,1,1,3.62,1,0,0,0,0,0,0,1
2159,75,13862083,1,20,100,2,1,1,1,0.39,1,0,1,0,1,0,0,0
2160,499,13865648,3,250,1500,8,3,2,1,2.05,2,0,0,0,0,0,0,1
2161,89,13868417,1,80,0,8,2,2,4,4.16,1,0,0,0,0,0,0,1
2162,150,13875020,170,75,300,2,1,5,2,0.11,159,0,0,0,0,0,0,1
2163,508,13875878,2,210,500,6,4,2,6,1.61,2,0,0,0,0,0,0,1
2164,38,13877143,58,75,350,4,1,4,1,1.0,59,1,0,0,0,0,1,0
2165,90,13878032,58,75,350,2,1,4,2,0.07,59,1,0,0,0,0,1,0
2166,325,13881215,1,75,0,6,3,3,1,2.11,1,0,0,0,1,0,0,0
2167,145,13882079,1,36,200,2,1,1,1,0.15,1,0,1,0,1,0,0,0
2168,90,13898798,58,75,350,1,1,4,1,0.22,59,1,0,0,0,0,1,0
2169,110,13900299,1,0,0,2,1,2,1,0.73,1,0,0,0,1,0,0,0
2170,75,13908739,2,25,0,3,1,2,2,3.16,1,0,0,0,0,0,0,1
2171,250,13909488,1,75,0,7,3,3,1,0.16,1,0,0,0,1,0,0,0
2172,86,13913655,1,59,300,5,2,2,2,4.23,1,0,0,0,0,0,0,1
2173,99,13913909,1,75,200,4,1,2,2,1.3,1,0,0,0,0,0,0,1
2174,75,13925303,5,40,200,2,1,1,1,1.32,5,0,1,0,0,0,0,1
2175,189,13926060,3,75,0,6,2,2,4,0.97,3,0,0,0,0,0,0,1
2176,199,13927249,8,50,100,2,1,1,1,7.14,8,0,0,0,0,0,0,1
2177,230,13929565,1,75,0,6,2,2,1,0.08,1,0,0,0,1,0,0,0
2178,80,13935333,13,25,0,2,1,1,1,7.66,13,0,0,0,0,0,0,1
2179,180,13936932,170,75,300,2,1,3,2,0.47,159,0,0,0,0,0,0,1
2180,175,13940437,4,75,200,4,2,5,4,0.96,2,0,0,0,0,0,0,1
2181,129,13943472,1,50,500,3,1,3,1,0.08,1,0,0,0,1,0,0,0
2182,90,13960396,1,100,250,4,1,2,2,1.66,1,0,0,0,0,0,0,1
2183,215,13960559,1,75,0,4,2,2,4,1.38,1,0,0,0,0,0,0,1
2184,249,13961307,2,75,200,6,2,2,5,3.45,1,0,0,0,0,0,0,1
2185,49,13971990,1,20,100,2,1,2,1,1.59,1,0,1,0,0,0,0,1
2186,125,13979912,1,100,250,2,1,3,1,0.31,1,0,0,0,1,0,0,0
2187,95,13981404,2,30,0,2,1,1,1,1.44,2,0,0,0,0,0,0,1
2188,295,13993929,1,150,800,9,4,2,5,0.27,1,0,0,0,0,0,1,0
2189,119,13994043,4,65,250,2,1,1,1,7.74,4,0,0,0,0,0,0,1
2190,150,13995011,3,45,150,3,0,2,3,3.14,1,0,0,0,0,0,0,1
2191,135,13999427,8,50,300,4,1,3,2,2.54,7,0,0,0,0,0,0,1
2192,125,14010358,1,60,500,4,1,3,2,3.38,1,0,0,0,0,0,0,1
2193,325,14010379,4,175,0,4,2,4,1,1.21,1,0,0,0,0,0,0,1
2194,120,14011305,1,50,100,2,1,2,1,0.08,1,0,0,0,1,0,0,0
2195,63,14011625,7,25,175,2,0,1,2,10.15,6,0,0,0,0,0,0,1
2196,69,14011680,1,30,0,2,0,2,1,0.05,1,0,0,0,1,0,0,0
2197,250,14025287,1,150,250,8,3,2,1,3.12,1,0,0,0,0,0,0,1
2198,145,14041569,1,100,0,6,2,2,1,2.72,1,0,0,0,0,0,0,1
2199,75,14042516,5,25,0,3,1,1,1,2.76,5,0,1,0,0,0,0,1
2200,89,14042945,5,95,200,4,1,1,1,1.85,5,0,0,0,0,0,1,0
2201,85,14049107,1,30,0,2,1,2,1,4.36,1,0,1,0,0,0,0,1
2202,146,14053220,1,25,100,4,0,2,2,0.08,1,0,0,0,1,0,0,0
2203,250,14055496,1,45,200,2,1,1,1,0.1,1,0,0,0,1,0,0,0
2204,92,14056036,1,75,200,3,1,3,1,0.11,1,0,0,0,1,0,0,0
2205,52,14060306,3,30,0,2,1,2,1,1.77,3,0,1,0,0,0,0,1
2206,135,14070994,3,40,200,4,1,1,1,2.91,3,0,0,0,0,0,0,1
2207,99,14073646,1,50,200,3,1,2,2,3.24,1,0,0,0,0,0,0,1
2208,120,14088891,2,30,0,2,0,1,1,0.11,2,0,0,0,1,0,0,0
2209,171,14103694,1,99,300,6,2,4,4,1.89,1,0,0,0,0,0,0,1
2210,35,14108273,2,10,0,2,1,1,1,3.06,2,0,1,0,1,0,0,0
2211,104,14108275,1,40,100,4,2,2,2,3.55,1,0,0,0,0,0,0,1
2212,99,14108770,2,30,0,2,0,4,2,2.99,2,0,0,0,0,0,0,1
2213,120,14110227,1,50,500,2,1,2,1,0.7,1,0,0,0,1,0,0,0
2214,150,14120588,1,75,100,4,2,2,2,0.29,1,0,0,0,1,0,0,0
2215,225,14124903,2,75,150,2,1,1,2,4.85,2,0,0,0,0,0,0,1
2216,142,14128202,3,35,350,2,1,1,1,0.44,3,0,1,0,0,0,0,1
2217,5000,14128421,8,30,888,1,1,2,1,0.84,3,0,1,0,0,0,0,1
2218,40,14141273,3,30,0,1,1,2,1,2.01,3,0,1,0,0,0,0,1
2219,100,14142628,8,65,200,3,0,1,2,6.51,4,0,0,0,0,0,0,1
2220,79,14148354,3,20,250,2,1,30,1,1.68,3,0,1,0,0,0,1,0
2221,266,14160792,1,80,200,8,3,2,3,2.23,1,0,0,0,1,0,0,0
2222,119,14166071,1,40,0,4,1,2,1,1.68,1,0,0,0,0,0,1,0
2223,67,14166842,1,20,0,2,1,1,1,9.95,1,0,1,0,0,0,0,1
2224,98,14167055,3,20,100,2,1,3,1,0.24,3,0,1,0,0,0,1,0
2225,125,14167381,1,20,0,4,2,3,2,2.06,1,0,0,0,1,0,0,0
2226,48,14167866,3,30,0,2,0,2,1,1.12,3,0,1,0,0,0,0,1
2227,95,14183117,62,60,150,2,0,1,1,0.05,53,0,0,0,0,0,0,1
2228,98,14186845,1,25,0,2,0,2,1,4.58,1,0,0,0,0,0,0,1
2229,120,14187192,3,69,200,2,0,2,2,6.96,2,0,0,0,0,0,0,1
2230,49,14187976,2,30,500,2,1,1,1,1.57,2,0,1,0,0,0,0,1
2231,125,14188069,2,50,100,2,1,2,2,1.4,1,0,0,0,0,0,0,1
2232,199,14198083,8,50,100,2,1,1,1,6.67,8,0,0,0,0,0,0,1
2233,75,14198487,1,40,0,4,2,2,2,0.32,1,0,0,0,1,0,0,0
2234,495,14200317,1,110,0,8,3,2,6,0.23,1,0,0,0,1,0,0,0
2235,125,14201915,1,40,750,2,1,3,1,0.69,1,0,1,0,0,1,0,0
2236,100,14204835,1,25,0,5,2,1,1,1.9,1,0,0,0,0,0,0,1
2237,125,14206176,2,120,0,8,3,2,6,5.09,1,0,0,0,0,0,0,1
2238,109,14213134,6,49,0,2,1,2,2,2.58,2,0,0,0,0,0,0,1
2239,260,14220165,1,100,300,3,2,1,1,0.03,1,0,0,0,1,0,0,0
2240,45,14220168,1,15,0,2,1,1,1,3.91,1,0,1,0,0,0,0,1
2241,299,14223471,2,49,300,4,1,3,1,0.03,2,0,0,0,0,0,0,1
